SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,STUDENT_COUNT,PERCENT_OF_GROUP
2018-19,School District,12,Ashland,3427,,[All],No,Mellen,[Districtwide],All Students,All Students,271,100
2018-19,School District,4,Jackson,3428,,[All],No,Melrose-Mindoro,[Districtwide],All Students,All Students,768,100
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,3432,100
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,921,100
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,4002,100
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,3426,100
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,3771,100
2018-19,School District,12,Iron,3484,,[All],No,Mercer,[Districtwide],All Students,All Students,145,100
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,3291,100
2018-19,School District,1,Waukesha,3528,,[All],No,Merton Community,[Districtwide],All Students,All Students,844,100
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,7450,100
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,3487,100
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,75431,100
2018-19,School District,3,Iowa,3633,,[All],No,Mineral Point Unified,[Districtwide],All Students,All Students,763,100
2018-19,School District,9,Oneida,3640,,[All],No,Minocqua J1,[Districtwide],All Students,All Students,613,100
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,859,100
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,991,100
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,3454,100
2018-19,School District,2,Green,3682,,[All],No,Monroe,[Districtwide],All Students,All Students,2353,100
2018-19,School District,5,Marquette,3689,,[All],No,Montello,[Districtwide],All Students,All Students,668,100
2018-19,School District,2,Green,3696,,[All],No,Monticello,[Districtwide],All Students,All Students,341,100
2018-19,School District,9,Marathon,3787,,[All],No,Mosinee,[Districtwide],All Students,All Students,2016,100
2018-19,School District,2,Dane,3794,,[All],No,Mount Horeb Area,[Districtwide],All Students,All Students,2522,100
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,5040,100
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,4850,100
2018-19,School District,5,Juneau,3871,,[All],No,Necedah Area,[Districtwide],All Students,All Students,699,100
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,6714,100
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,927,100
2018-19,School District,5,Wood,3906,,[All],No,Nekoosa,[Districtwide],All Students,All Students,1183,100
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,316,100
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,4348,100
2018-19,School District,2,Green,3934,,[All],No,New Glarus,[Districtwide],All Students,All Students,989,100
2018-19,School District,7,Calumet,3941,,[All],No,New Holstein,[Districtwide],All Students,All Students,1063,100
2018-19,School District,5,Juneau,3948,,[All],No,New Lisbon,[Districtwide],All Students,All Students,660,100
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,2284,100
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,3441,100
2018-19,School District,8,Marinette,3969,,[All],No,Niagara,[Districtwide],All Students,All Students,431,100
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,1087,100
2018-19,School District,1,Waukesha,3976,,[All],No,Norris,[Districtwide],All Students,All Students,31,100
2018-19,School District,2,Racine,4690,,[All],No,North Cape,[Districtwide],All Students,All Students,198,100
2018-19,School District,3,Crawford,2016,,[All],No,North Crawford,[Districtwide],All Students,All Students,456,100
2018-19,School District,6,Fond du Lac,3983,,[All],No,North Fond du Lac,[Districtwide],All Students,All Students,1446,100
2018-19,School District,1,Waukesha,3514,,[All],No,North Lake,[Districtwide],All Students,All Students,335,100
2018-19,School District,9,Vilas,616,,[All],No,North Lakeland,[Districtwide],All Students,All Students,152,100
2018-19,School District,1,Ozaukee,1945,,[All],No,Northern Ozaukee,[Districtwide],All Students,All Students,1030,100
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,1306,100
2018-19,School District,12,Washburn,3654,,[All],No,Northwood,[Districtwide],All Students,All Students,325,100
2018-19,School District,4,Monroe,3990,,[All],No,Norwalk-Ontario-Wilton,[Districtwide],All Students,All Students,658,100
2018-19,School District,2,Racine,4011,,[All],No,Norway J7,[Districtwide],All Students,All Students,105,100
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,6604,100
2018-19,School District,6,Fond du Lac,4025,,[All],No,Oakfield,[Districtwide],All Students,All Students,548,100
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,5272,100
2018-19,School District,8,Oconto,4074,,[All],No,Oconto Falls Public,[Districtwide],All Students,All Students,1691,100
2018-19,School District,8,Oconto,4067,,[All],No,Oconto Unified,[Districtwide],All Students,All Students,1006,100
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,1154,100
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,3133,100
2018-19,School District,7,Sheboygan,4137,,[All],No,Oostburg,[Districtwide],All Students,All Students,995,100
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,4091,100
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,1692,100
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,9911,100
2018-19,School District,10,Trempealeau,4186,,[All],No,Osseo-Fairchild,[Districtwide],All Students,All Students,817,100
2018-19,School District,10,Clark,4207,,[All],No,Owen-Withee,[Districtwide],All Students,All Students,485,100
2018-19,School District,2,Jefferson,4221,,[All],No,Palmyra-Eagle Area,[Districtwide],All Students,All Students,769,100
2018-19,School District,5,Columbia,4228,,[All],No,Pardeeville Area,[Districtwide],All Students,All Students,812,100
2018-19,School District,2,Kenosha,4235,,[All],No,Paris J1,[Districtwide],All Students,All Students,277,100
2018-19,School District,2,Rock,4151,,[All],No,Parkview,[Districtwide],All Students,All Students,803,100
2018-19,School District,3,Lafayette,490,,[All],No,Pecatonica Area,[Districtwide],All Students,All Students,400,100
2018-19,School District,11,Pepin,4270,,[All],No,Pepin Area,[Districtwide],All Students,All Students,225,100
2018-19,School District,8,Marinette,4305,,[All],No,Peshtigo,[Districtwide],All Students,All Students,1188,100
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,2995,100
2018-19,School District,9,Vilas,4330,,[All],No,Phelps,[Districtwide],All Students,All Students,132,100
2018-19,School District,12,Price,4347,,[All],No,Phillips,[Districtwide],All Students,All Students,759,100
2018-19,School District,5,Wood,4368,,[All],No,Pittsville,[Districtwide],All Students,All Students,575,100
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,1519,100
2018-19,School District,11,Pierce,4459,,[All],No,Plum City,[Districtwide],All Students,All Students,276,100
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,2179,100
2018-19,School District,5,Wood,4508,,[All],No,Port Edwards,[Districtwide],All Students,All Students,448,100
2018-19,School District,1,Ozaukee,4515,,[All],No,Port Washington-Saukville,[Districtwide],All Students,All Students,2616,100
2018-19,School District,5,Columbia,4501,,[All],No,Portage Community,[Districtwide],All Students,All Students,2316,100
2018-19,School District,3,Grant,4529,,[All],No,Potosi,[Districtwide],All Students,All Students,333,100
2018-19,School District,5,Columbia,4536,,[All],No,Poynette,[Districtwide],All Students,All Students,1075,100
2018-19,School District,3,Crawford,4543,,[All],No,Prairie du Chien Area,[Districtwide],All Students,All Students,1163,100
2018-19,School District,11,Barron,4557,,[All],No,Prairie Farm Public,[Districtwide],All Students,All Students,386,100
2018-19,School District,9,Price,4571,,[All],No,Prentice,[Districtwide],All Students,All Students,340,100
2018-19,School District,11,Pierce,4578,,[All],No,Prescott,[Districtwide],All Students,All Students,1320,100
2018-19,School District,5,Green Lake,4606,,[All],No,Princeton,[Districtwide],All Students,All Students,336,100
2018-19,School District,7,Brown,4613,,[All],No,Pulaski Community,[Districtwide],All Students,All Students,3777,100
2018-19,School District,1,Racine,4620,,[All],No,Racine Unified,[Districtwide],All Students,All Students,17862,100
2018-19,School District,2,Kenosha,4627,,[All],No,Randall J1,[Districtwide],All Students,All Students,732,100
2018-19,School District,5,Dodge,4634,,[All],No,Randolph,[Districtwide],All Students,All Students,553,100
2018-19,School District,7,Sheboygan,4641,,[All],No,Random Lake,[Districtwide],All Students,All Students,741,100
2018-19,School District,2,Racine,4686,,[All],No,Raymond #14,[Districtwide],All Students,All Students,412,100
2018-19,School District,5,Sauk,4753,,[All],No,Reedsburg,[Districtwide],All Students,All Students,2862,100
2018-19,School District,7,Manitowoc,4760,,[All],No,Reedsville,[Districtwide],All Students,All Students,577,100
2018-19,School District,9,Oneida,4781,,[All],No,Rhinelander,[Districtwide],All Students,All Students,2350,100
2018-19,School District,9,Taylor,4795,,[All],No,Rib Lake,[Districtwide],All Students,All Students,473,100
2018-19,School District,11,Barron,4802,,[All],No,Rice Lake Area,[Districtwide],All Students,All Students,2276,100
2018-19,School District,3,Richland,4851,,[All],No,Richland,[Districtwide],All Students,All Students,1299,100
2018-19,School District,1,Waukesha,3122,,[All],No,Richmond,[Districtwide],All Students,All Students,412,100
2018-19,School District,5,Columbia,4865,,[All],No,Rio Community,[Districtwide],All Students,All Students,407,100
2018-19,School District,6,Fond du Lac,4872,,[All],No,Ripon Area,[Districtwide],All Students,All Students,1600,100
2018-19,School District,11,Pierce,4893,,[All],No,River Falls,[Districtwide],All Students,All Students,3455,100
2018-19,School District,3,Grant,4904,,[All],No,River Ridge,[Districtwide],All Students,All Students,542,100
2018-19,School District,3,Sauk,5523,,[All],No,River Valley,[Districtwide],All Students,All Students,1194,100
2018-19,School District,3,Grant,3850,,[All],No,Riverdale,[Districtwide],All Students,All Students,695,100
2018-19,School District,6,Fond du Lac,4956,,[All],No,Rosendale-Brandon,[Districtwide],All Students,All Students,1047,100
2018-19,School District,5,Portage,4963,,[All],No,Rosholt,[Districtwide],All Students,All Students,530,100
2018-19,School District,4,Juneau,1673,,[All],No,Royall,[Districtwide],All Students,All Students,508,100
2018-19,School District,11,Saint Croix,2422,,[All],No,Saint Croix Central,[Districtwide],All Students,All Students,1726,100
2018-19,School District,11,Polk,5019,,[All],No,Saint Croix Falls,[Districtwide],All Students,All Students,1084,100
2018-19,School District,1,Milwaukee,5026,,[All],No,Saint Francis,[Districtwide],All Students,All Students,1123,100
2018-19,School District,2,Kenosha,5068,,[All],No,Salem,[Districtwide],All Students,All Students,969,100
2018-19,School District,5,Sauk,5100,,[All],No,Sauk Prairie,[Districtwide],All Students,All Students,2785,100
2018-19,School District,3,Crawford,5124,,[All],No,Seneca Area,[Districtwide],All Students,All Students,290,100
2018-19,School District,7,Door,5130,,[All],No,Sevastopol,[Districtwide],All Students,All Students,613,100
2018-19,School District,7,Outagamie,5138,,[All],No,Seymour Community,[Districtwide],All Students,All Students,2218,100
2018-19,School District,2,Walworth,5258,,[All],No,Sharon J11,[Districtwide],All Students,All Students,262,100
2018-19,School District,8,Shawano,5264,,[All],No,Shawano,[Districtwide],All Students,All Students,2460,100
2018-19,School District,7,Sheboygan,5271,,[All],No,Sheboygan Area,[Districtwide],All Students,All Students,10060,100
2018-19,School District,7,Sheboygan,5278,,[All],No,Sheboygan Falls,[Districtwide],All Students,All Students,1688,100
2018-19,School District,11,Washburn,5306,,[All],No,Shell Lake,[Districtwide],All Students,All Students,685,100
2018-19,School District,6,Outagamie,5348,,[All],No,Shiocton,[Districtwide],All Students,All Students,699,100
2018-19,School District,1,Milwaukee,5355,,[All],No,Shorewood,[Districtwide],All Students,All Students,2036,100
2018-19,School District,3,Lafayette,5362,,[All],No,Shullsburg,[Districtwide],All Students,All Students,370,100
2018-19,School District,2,Kenosha,5369,,[All],No,Silver Lake J1,[Districtwide],All Students,All Students,475,100
2018-19,School District,11,Burnett,5376,,[All],No,Siren,[Districtwide],All Students,All Students,469,100
2018-19,School District,6,Washington,5390,,[All],No,Slinger,[Districtwide],All Students,All Students,3368,100
2018-19,School District,12,Douglas,5397,,[All],No,Solon Springs,[Districtwide],All Students,All Students,273,100
2018-19,School District,11,Saint Croix,5432,,[All],No,Somerset,[Districtwide],All Students,All Students,1499,100
2018-19,School District,1,Milwaukee,5439,,[All],No,South Milwaukee,[Districtwide],All Students,All Students,3062,100
2018-19,School District,12,Bayfield,4522,,[All],No,South Shore,[Districtwide],All Students,All Students,177,100
2018-19,School District,7,Door,5457,,[All],No,Southern Door County,[Districtwide],All Students,All Students,1009,100
2018-19,School District,3,Grant,2485,,[All],No,Southwestern Wisconsin,[Districtwide],All Students,All Students,521,100
2018-19,School District,4,Monroe,5460,,[All],No,Sparta Area,[Districtwide],All Students,All Students,2981,100
2018-19,School District,10,Marathon,5467,,[All],No,Spencer,[Districtwide],All Students,All Students,686,100
2018-19,School District,11,Washburn,5474,,[All],No,Spooner Area,[Districtwide],All Students,All Students,1158,100
2018-19,School District,11,Pierce,5586,,[All],No,Spring Valley,[Districtwide],All Students,All Students,768,100
2018-19,School District,10,Chippewa,5593,,[All],No,Stanley-Boyd Area,[Districtwide],All Students,All Students,1099,100
2018-19,School District,5,Portage,5607,,[All],No,Stevens Point Area Public,[Districtwide],All Students,All Students,7144,100
2018-19,School District,7,Calumet,5614,,[All],No,Stockbridge,[Districtwide],All Students,All Students,201,100
2018-19,School District,1,Waukesha,3542,,[All],No,Stone Bank,[Districtwide],All Students,All Students,353,100
2018-19,School District,2,Dane,5621,,[All],No,Stoughton Area,[Districtwide],All Students,All Students,2963,100
2018-19,School District,9,Marathon,5628,,[All],No,Stratford,[Districtwide],All Students,All Students,884,100
2018-19,School District,7,Door,5642,,[All],No,Sturgeon Bay,[Districtwide],All Students,All Students,1145,100
2018-19,School District,2,Dane,5656,,[All],No,Sun Prairie Area,[Districtwide],All Students,All Students,8521,100
2018-19,School District,12,Douglas,5663,,[All],No,Superior,[Districtwide],All Students,All Students,4622,100
2018-19,School District,8,Oconto,5670,,[All],No,Suring Public,[Districtwide],All Students,All Students,378,100
2018-19,School District,1,Waukesha,3510,,[All],No,Swallow,[Districtwide],All Students,All Students,462,100
2018-19,School District,10,Clark,5726,,[All],No,Thorp,[Districtwide],All Students,All Students,602,100
2018-19,School District,9,Oneida,5733,,[All],No,Three Lakes,[Districtwide],All Students,All Students,535,100
2018-19,School District,8,Shawano,5740,,[All],No,Tigerton,[Districtwide],All Students,All Students,242,100
2018-19,School District,4,Monroe,5747,,[All],No,Tomah Area,[Districtwide],All Students,All Students,3121,100
2018-19,School District,9,Lincoln,5754,,[All],No,Tomahawk,[Districtwide],All Students,All Students,1224,100
2018-19,School District,5,Portage,126,,[All],No,Tomorrow River,[Districtwide],All Students,All Students,1195,100
2018-19,School District,2,Kenosha,5780,,[All],No,Trevor-Wilmot Consolidated,[Districtwide],All Students,All Students,564,100
2018-19,School District,5,Waushara,4375,,[All],No,Tri-County Area,[Districtwide],All Students,All Students,611,100
2018-19,School District,11,Barron,5810,,[All],No,Turtle Lake,[Districtwide],All Students,All Students,458,100
2018-19,School District,2,Kenosha,5817,,[All],No,Twin Lakes #4,[Districtwide],All Students,All Students,316,100
2018-19,School District,7,Manitowoc,5824,,[All],No,Two Rivers Public,[Districtwide],All Students,All Students,1821,100
2018-19,School District,2,Racine,5859,,[All],No,Union Grove J1,[Districtwide],All Students,All Students,809,100
2018-19,School District,2,Racine,5852,,[All],No,Union Grove UHS,[Districtwide],All Students,All Students,986,100
2018-19,School District,11,Polk,238,,[All],No,Unity,[Districtwide],All Students,All Students,937,100
2018-19,School District,7,Manitowoc,5866,,[All],No,Valders Area,[Districtwide],All Students,All Students,980,100
2018-19,School District,2,Dane,5901,,[All],No,Verona Area,[Districtwide],All Students,All Students,5656,100
2018-19,School District,4,Vernon,5985,,[All],No,Viroqua Area,[Districtwide],All Students,All Students,1165,100
2018-19,School District,8,Forest,5992,,[All],No,Wabeno Area,[Districtwide],All Students,All Students,382,100
2018-19,School District,2,Walworth,6022,,[All],No,Walworth J1,[Districtwide],All Students,All Students,458,100
2018-19,School District,12,Bayfield,6027,,[All],No,Washburn,[Districtwide],All Students,All Students,572,100
2018-19,School District,7,Door,6069,,[All],No,Washington,[Districtwide],All Students,All Students,80,100
2018-19,School District,2,Racine,6104,,[All],No,Washington-Caldwell,[Districtwide],All Students,All Students,180,100
2018-19,School District,2,Racine,6113,,[All],No,Waterford Graded J1,[Districtwide],All Students,All Students,1526,100
2018-19,School District,2,Racine,6083,,[All],No,Waterford UHS,[Districtwide],All Students,All Students,1058,100
2018-19,School District,2,Jefferson,6118,,[All],No,Waterloo,[Districtwide],All Students,All Students,790,100
2018-19,School District,2,Jefferson,6125,,[All],No,Watertown Unified,[Districtwide],All Students,All Students,3621,100
2018-19,School District,1,Waukesha,6174,,[All],No,Waukesha,[Districtwide],All Students,All Students,12739,100
2018-19,School District,2,Dane,6181,,[All],No,Waunakee Community,[Districtwide],All Students,All Students,4339,100
2018-19,School District,5,Waupaca,6195,,[All],No,Waupaca,[Districtwide],All Students,All Students,2113,100
2018-19,School District,6,Fond du Lac,6216,,[All],No,Waupun,[Districtwide],All Students,All Students,1947,100
2018-19,School District,9,Marathon,6223,,[All],No,Wausau,[Districtwide],All Students,All Students,8311,100
2018-19,School District,8,Marinette,6230,,[All],No,Wausaukee,[Districtwide],All Students,All Students,418,100
2018-19,School District,5,Waushara,6237,,[All],No,Wautoma Area,[Districtwide],All Students,All Students,1355,100
2018-19,School District,1,Milwaukee,6244,,[All],No,Wauwatosa,[Districtwide],All Students,All Students,7219,100
2018-19,School District,3,Crawford,6251,,[All],No,Wauzeka-Steuben,[Districtwide],All Students,All Students,282,100
2018-19,School District,11,Burnett,6293,,[All],No,Webster,[Districtwide],All Students,All Students,672,100
2018-19,School District,1,Milwaukee,6300,,[All],No,West Allis-West Milwaukee,[Districtwide],All Students,All Students,8240,100
2018-19,School District,6,Washington,6307,,[All],No,West Bend,[Districtwide],All Students,All Students,6582,100
2018-19,School District,7,Brown,6328,,[All],No,West De Pere,[Districtwide],All Students,All Students,3556,100
2018-19,School District,4,La Crosse,6370,,[All],No,West Salem,[Districtwide],All Students,All Students,1797,100
2018-19,School District,4,Vernon,6321,,[All],No,Westby Area,[Districtwide],All Students,All Students,1102,100
2018-19,School District,5,Marquette,6335,,[All],No,Westfield,[Districtwide],All Students,All Students,1061,100
2018-19,School District,3,Sauk,6354,,[All],No,Weston,[Districtwide],All Students,All Students,278,100
2018-19,School District,6,Waupaca,6384,,[All],No,Weyauwega-Fremont,[Districtwide],All Students,All Students,857,100
2018-19,School District,2,Kenosha,6412,,[All],No,Wheatland J1,[Districtwide],All Students,All Students,542,100
2018-19,School District,8,Langlade,6440,,[All],No,White Lake,[Districtwide],All Students,All Students,145,100
2018-19,School District,1,Milwaukee,6419,,[All],No,Whitefish Bay,[Districtwide],All Students,All Students,2992,100
2018-19,School District,4,Trempealeau,6426,,[All],No,Whitehall,[Districtwide],All Students,All Students,768,100
2018-19,School District,2,Walworth,6461,,[All],No,Whitewater Unified,[Districtwide],All Students,All Students,1940,100
2018-19,School District,1,Milwaukee,6470,,[All],No,Whitnall,[Districtwide],All Students,All Students,2506,100
2018-19,School District,5,Waushara,6475,,[All],No,Wild Rose,[Districtwide],All Students,All Students,580,100
2018-19,School District,2,Walworth,6482,,[All],No,Williams Bay,[Districtwide],All Students,All Students,721,100
2018-19,School District,2,Kenosha,6545,,[All],No,Wilmot UHS,[Districtwide],All Students,All Students,1026,100
2018-19,School District,6,Winnebago,6608,,[All],No,Winneconne Community,[Districtwide],All Students,All Students,1682,100
2018-19,School District,12,Sawyer,6615,,[All],No,Winter,[Districtwide],All Students,All Students,249,100
2018-19,School District,5,Sauk,6678,,[All],No,Wisconsin Dells,[Districtwide],All Students,All Students,1787,100
2018-19,School District,2,Dane,469,,[All],No,Wisconsin Heights,[Districtwide],All Students,All Students,776,100
2018-19,School District,5,Wood,6685,,[All],No,Wisconsin Rapids,[Districtwide],All Students,All Students,5114,100
2018-19,School District,8,Shawano,6692,,[All],No,Wittenberg-Birnamwood,[Districtwide],All Students,All Students,1178,100
2018-19,School District,4,Juneau,6713,,[All],No,Wonewoc-Union Center,[Districtwide],All Students,All Students,345,100
2018-19,School District,9,Vilas,6720,,[All],No,Woodruff J1,[Districtwide],All Students,All Students,545,100
2018-19,School District,7,Brown,6734,,[All],No,Wrightstown Community,[Districtwide],All Students,All Students,1367,100
2018-19,School District,2,Racine,6748,,[All],No,Yorkville J2,[Districtwide],All Students,All Students,438,100
